日期,開盤,最高,最低,收盤,漲跌,成交金額,='儀表板'!$A$4&'儀表板'!$A$3,='儀表板'!$A$5&'儀表板'!$A$3,='儀表板'!$A$6&'儀表板'!$A$3,='儀表板'!$A$7&'儀表板'!$A$3,='儀表板'!$A$8&'儀表板'!$A$3,='儀表板'!$A$9&'儀表板'!$A$3,='儀表板'!$B$4&'儀表板'!$B$3,='儀表板'!$B$5&'儀表板'!$B$3,='儀表板'!$B$6&'儀表板'!$B$3
2025/06/20,228.63,229.38,225.11,226.55,-2.01,840,"=IF(COUNTA($D219:$G219) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E219, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E219)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D219:$G219) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E219, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E219)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D219:$G219) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E219, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E219)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D219:$G219) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E219, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E219)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D219:$G219) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E219, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E219)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D219:$G219) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E219, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E219)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D219:$G219) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G219, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G219)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D219:$G219) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G219, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G219)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D219:$G219) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G219, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G219)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/06/19,231.74,231.99,228.56,228.56,-3.23,815,"=IF(COUNTA($D220:$G220) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E220, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E220)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D220:$G220) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E220, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E220)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D220:$G220) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E220, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E220)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D220:$G220) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E220, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E220)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D220:$G220) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E220, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E220)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D220:$G220) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E220, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E220)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D220:$G220) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G220, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G220)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D220:$G220) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G220, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G220)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D220:$G220) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G220, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G220)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/06/18,231.19,232.65,231.19,231.79,0.64,818,"=IF(COUNTA($D221:$G221) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E221, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E221)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D221:$G221) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E221, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E221)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D221:$G221) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E221, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E221)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D221:$G221) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E221, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E221)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D221:$G221) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E221, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E221)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D221:$G221) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E221, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E221)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D221:$G221) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G221, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G221)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D221:$G221) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G221, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G221)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D221:$G221) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G221, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G221)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/06/17,231.22,233.53,231.09,231.15,-0.05,998,"=IF(COUNTA($D222:$G222) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E222, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E222)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D222:$G222) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E222, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E222)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D222:$G222) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E222, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E222)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D222:$G222) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E222, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E222)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D222:$G222) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E222, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E222)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D222:$G222) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E222, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E222)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D222:$G222) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G222, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G222)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D222:$G222) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G222, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G222)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D222:$G222) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G222, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G222)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/06/16,230.95,231.32,229.96,231.2,0.02,772,"=IF(COUNTA($D223:$G223) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E223, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E223)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D223:$G223) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E223, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E223)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D223:$G223) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E223, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E223)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D223:$G223) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E223, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E223)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D223:$G223) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E223, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E223)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D223:$G223) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E223, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E223)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D223:$G223) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G223, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G223)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D223:$G223) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G223, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G223)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D223:$G223) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G223, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G223)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/06/13,234.48,234.48,231.18,231.18,-3.59,988,"=IF(COUNTA($D224:$G224) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E224, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E224)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D224:$G224) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E224, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E224)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D224:$G224) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E224, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E224)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D224:$G224) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E224, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E224)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D224:$G224) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E224, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E224)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D224:$G224) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E224, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E224)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D224:$G224) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G224, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G224)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D224:$G224) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G224, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G224)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D224:$G224) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G224, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G224)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/06/12,234.02,235.52,234.02,234.77,0.76,1068,"=IF(COUNTA($D225:$G225) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E225, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E225)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D225:$G225) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E225, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E225)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D225:$G225) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E225, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E225)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D225:$G225) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E225, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E225)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D225:$G225) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E225, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E225)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D225:$G225) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E225, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E225)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D225:$G225) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G225, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G225)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D225:$G225) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G225, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G225)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D225:$G225) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G225, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G225)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/06/11,230.99,234.08,230.99,234.01,3.19,1130,"=IF(COUNTA($D226:$G226) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E226, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E226)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D226:$G226) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E226, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E226)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D226:$G226) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E226, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E226)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D226:$G226) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E226, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E226)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D226:$G226) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E226, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E226)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D226:$G226) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E226, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E226)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D226:$G226) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G226, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G226)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D226:$G226) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G226, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G226)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D226:$G226) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G226, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G226)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/06/10,227.96,230.82,227.96,230.82,2.92,1064,"=IF(COUNTA($D227:$G227) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E227, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E227)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D227:$G227) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E227, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E227)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D227:$G227) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E227, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E227)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D227:$G227) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E227, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E227)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D227:$G227) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E227, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E227)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D227:$G227) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E227, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E227)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D227:$G227) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G227, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G227)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D227:$G227) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G227, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G227)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D227:$G227) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G227, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G227)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/06/09,227.5,228.49,226.61,227.9,0.59,859,"=IF(COUNTA($D228:$G228) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E228, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E228)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D228:$G228) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E228, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E228)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D228:$G228) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E228, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E228)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D228:$G228) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E228, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E228)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D228:$G228) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E228, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E228)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D228:$G228) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E228, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E228)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D228:$G228) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G228, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G228)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D228:$G228) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G228, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G228)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D228:$G228) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G228, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G228)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/06/06,227.14,227.51,226.47,227.31,0.08,767,"=IF(COUNTA($D229:$G229) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E229, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E229)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D229:$G229) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E229, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E229)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D229:$G229) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E229, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E229)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D229:$G229) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E229, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E229)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D229:$G229) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E229, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E229)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D229:$G229) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E229, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E229)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D229:$G229) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G229, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G229)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D229:$G229) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G229, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G229)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D229:$G229) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G229, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G229)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/06/05,226.29,228.51,226.29,227.23,0.99,841,"=IF(COUNTA($D230:$G230) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E230, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E230)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D230:$G230) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E230, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E230)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D230:$G230) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E230, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E230)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D230:$G230) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E230, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E230)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D230:$G230) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E230, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E230)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D230:$G230) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E230, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E230)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D230:$G230) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G230, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G230)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D230:$G230) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G230, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G230)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D230:$G230) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G230, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G230)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/06/04,222.94,226.24,222.94,226.24,3.74,785,"=IF(COUNTA($D231:$G231) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E231, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E231)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D231:$G231) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E231, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E231)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D231:$G231) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E231, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E231)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D231:$G231) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E231, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E231)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D231:$G231) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E231, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E231)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D231:$G231) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E231, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E231)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D231:$G231) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G231, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G231)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D231:$G231) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G231, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G231)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D231:$G231) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G231, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G231)), COUNT(range) < N), ""-"", AVERAGE(range))))"
