日期,開盤,最高,最低,收盤,漲跌,成交金額,='儀表板'!$A$4&'儀表板'!$A$3,='儀表板'!$A$5&'儀表板'!$A$3,='儀表板'!$A$6&'儀表板'!$A$3,='儀表板'!$A$7&'儀表板'!$A$3,='儀表板'!$A$8&'儀表板'!$A$3,='儀表板'!$A$9&'儀表板'!$A$3,='儀表板'!$B$4&'儀表板'!$B$3,='儀表板'!$B$5&'儀表板'!$B$3,='儀表板'!$B$6&'儀表板'!$B$3
2023/05/24,213.28,213.36,211.78,212.6,-0.64,586,"=IF(COUNTA($D722:$G722) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E722, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E722)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D722:$G722) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E722, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E722)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D722:$G722) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E722, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E722)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D722:$G722) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E722, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E722)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D722:$G722) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E722, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E722)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D722:$G722) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E722, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E722)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D722:$G722) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G722, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G722)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D722:$G722) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G722, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G722)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D722:$G722) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G722, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G722)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2023/05/23,211.46,213.64,211.46,213.24,1.95,676,"=IF(COUNTA($D723:$G723) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E723, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E723)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D723:$G723) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E723, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E723)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D723:$G723) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E723, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E723)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D723:$G723) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E723, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E723)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D723:$G723) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E723, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E723)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D723:$G723) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E723, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E723)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D723:$G723) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G723, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G723)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D723:$G723) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G723, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G723)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D723:$G723) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G723, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G723)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2023/05/22,209.62,211.65,209.62,211.29,1.79,578,"=IF(COUNTA($D724:$G724) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E724, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E724)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D724:$G724) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E724, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E724)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D724:$G724) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E724, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E724)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D724:$G724) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E724, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E724)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D724:$G724) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E724, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E724)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D724:$G724) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E724, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E724)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D724:$G724) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G724, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G724)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D724:$G724) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G724, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G724)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D724:$G724) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G724, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G724)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2023/05/19,210.28,211.07,209.45,209.5,-0.56,711,"=IF(COUNTA($D725:$G725) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E725, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E725)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D725:$G725) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E725, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E725)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D725:$G725) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E725, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E725)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D725:$G725) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E725, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E725)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D725:$G725) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E725, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E725)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D725:$G725) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E725, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E725)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D725:$G725) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G725, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G725)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D725:$G725) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G725, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G725)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D725:$G725) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G725, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G725)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2023/05/18,209.87,211.3,209.87,210.06,0.66,694,"=IF(COUNTA($D726:$G726) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E726, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E726)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D726:$G726) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E726, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E726)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D726:$G726) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E726, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E726)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D726:$G726) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E726, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E726)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D726:$G726) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E726, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E726)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D726:$G726) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E726, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E726)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D726:$G726) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G726, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G726)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D726:$G726) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G726, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G726)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D726:$G726) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G726, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G726)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2023/05/17,207.11,209.72,207.11,209.4,2.45,674,"=IF(COUNTA($D727:$G727) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E727, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E727)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D727:$G727) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E727, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E727)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D727:$G727) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E727, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E727)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D727:$G727) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E727, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E727)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D727:$G727) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E727, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E727)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D727:$G727) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E727, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E727)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D727:$G727) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G727, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G727)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D727:$G727) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G727, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G727)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D727:$G727) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G727, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G727)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2023/05/16,205.26,207.56,205.26,206.95,2.08,550,"=IF(COUNTA($D728:$G728) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E728, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E728)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D728:$G728) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E728, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E728)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D728:$G728) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E728, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E728)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D728:$G728) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E728, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E728)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D728:$G728) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E728, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E728)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D728:$G728) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E728, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E728)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D728:$G728) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G728, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G728)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D728:$G728) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G728, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G728)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D728:$G728) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G728, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G728)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2023/05/15,206.81,206.96,204.35,204.87,-2.02,562,"=IF(COUNTA($D729:$G729) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E729, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E729)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D729:$G729) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E729, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E729)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D729:$G729) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E729, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E729)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D729:$G729) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E729, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E729)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D729:$G729) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E729, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E729)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D729:$G729) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E729, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E729)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D729:$G729) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G729, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G729)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D729:$G729) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G729, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G729)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D729:$G729) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G729, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G729)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2023/05/12,205.47,207.22,204.33,206.89,1.2,577,"=IF(COUNTA($D730:$G730) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E730, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E730)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D730:$G730) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E730, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E730)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D730:$G730) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E730, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E730)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D730:$G730) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E730, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E730)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D730:$G730) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E730, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E730)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D730:$G730) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E730, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E730)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D730:$G730) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G730, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G730)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D730:$G730) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G730, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G730)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D730:$G730) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G730, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G730)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2023/05/11,210.14,210.49,205.69,205.69,-4.44,662,"=IF(COUNTA($D731:$G731) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E731, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E731)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D731:$G731) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E731, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E731)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D731:$G731) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E731, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E731)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D731:$G731) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E731, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E731)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D731:$G731) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E731, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E731)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D731:$G731) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E731, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E731)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D731:$G731) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G731, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G731)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D731:$G731) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G731, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G731)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D731:$G731) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G731, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G731)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2023/05/10,210.1,210.34,209.17,210.13,0.05,532,"=IF(COUNTA($D732:$G732) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E732, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E732)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D732:$G732) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E732, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E732)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D732:$G732) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E732, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E732)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D732:$G732) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E732, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E732)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D732:$G732) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E732, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E732)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D732:$G732) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E732, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E732)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D732:$G732) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G732, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G732)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D732:$G732) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G732, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G732)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D732:$G732) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G732, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G732)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2023/05/09,213.15,213.55,209.98,210.08,-2.98,671,"=IF(COUNTA($D733:$G733) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E733, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E733)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D733:$G733) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E733, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E733)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D733:$G733) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E733, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E733)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D733:$G733) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E733, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E733)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D733:$G733) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E733, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E733)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D733:$G733) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E733, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E733)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D733:$G733) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G733, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G733)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D733:$G733) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G733, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G733)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D733:$G733) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G733, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G733)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2023/05/08,213.54,214.59,213.06,213.06,0.01,643,"=IF(COUNTA($D734:$G734) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E734, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E734)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D734:$G734) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E734, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E734)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D734:$G734) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E734, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E734)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D734:$G734) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E734, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E734)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D734:$G734) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E734, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E734)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D734:$G734) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E734, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E734)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D734:$G734) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G734, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G734)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D734:$G734) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G734, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G734)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D734:$G734) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G734, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G734)), COUNT(range) < N), ""-"", AVERAGE(range))))"
